Tester ID/Tester Station:RGT-3120
Computer Name           :DESKTOP-USUQBTQ
Handler/Prober Name     :UF2000
Temperature: 023.8C
Production ID           :JBS LLD 71V
Test Program Name       :C:\POWORLD\RGT.Net\Recipes\LLD_71V_Eng_Run_04302026.TestPg
Device Name             :JBS LLD 71V
Lot ID                  :N64S03A01
Wafer ID                :N64S03A01
Probe Card No           :11-02626B
Load Board No           :CP5
SFT                     :
OPERATOR                :A000697
Test Start Date         :Wed May 13 11:33:24 2026
Test End Date           :Wed May 13 11:46:52 2026
Fail Retest Rate        :
Sequence All ON         :ON
PreLoad Pat(Time)       :
Craft Current User      :
Craft Version           :
OutPut TDO              :C:\DataLog\Report\LLD_71V_Eng_Run_04302026\N64S03A_OD75um
Run Card No             :N64S03A_OD75um
Rom Code                :



 Sample   Pass   Pass%   Fail   Fail%
    549     40    7.29    509   92.71

,,,,,,Contact2[Step1],VZ[Step2],VZ[Step3],VZ[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],Calculate[Step4],VFSDS[Step5],VZ[Step6],VZ[Step6],Calculate[Step6],IR[Step7],IR[Step7],Calculate[Step7],VFSDS[Step8],IR[Step9],VZ[Step10]
385,1,5,5,22,24,4.0028,74.26,74.264,74.265,11.609,11.587,11.577,11.572,11.569,11.568,11.568,11.568,11.57,11.57,11.569,11.569,11.569,11.569,11.57,11.569,11.571,11.571,11.571,11.571,11.571,21.848,266.53,74.251,74.256,4.6539,5.9914,5.9889,0.0026,313.88,5.8528,74.34
386,1,5,5,21,24,3.8527,74.296,74.298,74.299,11.576,11.554,11.543,11.538,11.535,11.535,11.535,11.535,11.535,11.535,11.537,11.538,11.537,11.538,11.537,11.536,11.537,11.538,11.539,11.539,11.538,21.837,266.72,74.269,74.293,24.49,5.9554,5.9536,0.0018,314.15,5.8166,74.376
387,1,5,5,20,24,3.8808,74.332,74.336,74.337,11.536,11.513,11.502,11.497,11.494,11.493,11.492,11.492,11.492,11.494,11.494,11.492,11.494,11.494,11.494,11.493,11.493,11.494,11.494,11.494,11.495,22.365,266.85,74.367,74.326,41.275,5.9339,5.9317,0.0022,314.32,5.7951,74.4
388,1,5,5,19,24,3.907,74.364,74.368,74.371,11.597,11.575,11.564,11.559,11.555,11.554,11.556,11.555,11.555,11.556,11.556,11.557,11.559,11.558,11.557,11.556,11.557,11.558,11.557,11.557,11.557,22.167,266.64,74.338,74.371,33.34,5.9567,5.9545,0.0022,314.14,5.818,74.44
389,1,5,5,18,24,3.9929,74.369,74.37,74.372,11.58,11.558,11.547,11.541,11.54,11.539,11.537,11.538,11.539,11.539,11.541,11.541,11.539,11.54,11.541,11.541,11.541,11.541,11.541,11.542,11.542,22.374,266.62,74.339,74.381,42.801,5.9532,5.9509,0.0022,314.04,5.8141,74.437
390,1,5,5,17,24,4.0362,74.395,74.406,74.404,11.618,11.596,11.586,11.581,11.577,11.576,11.577,11.576,11.575,11.575,11.577,11.579,11.578,11.578,11.577,11.577,11.578,11.579,11.577,11.578,11.577,22.091,266.59,74.375,74.393,18.234,5.972,5.9701,0.002,313.98,5.8351,74.475
391,1,5,5,16,24,3.9774,74.446,74.451,74.449,11.682,11.66,11.649,11.646,11.643,11.642,11.64,11.641,11.641,11.642,11.642,11.643,11.643,11.643,11.643,11.643,11.643,11.644,11.645,11.644,11.643,22.351,266.33,74.42,74.44,19.302,6.0032,6.0015,0.0017,313.79,5.8661,74.519
392,1,5,5,15,24,4.0072,74.519,74.523,74.517,11.829,11.806,11.795,11.791,11.791,11.788,11.789,11.79,11.789,11.789,11.789,11.79,11.791,11.79,11.792,11.792,11.793,11.793,11.793,11.792,11.793,22.937,265.97,74.515,74.522,7.1793,6.08,6.0776,0.0024,313.3,5.9423,74.584
393,1,5,5,14,24,3.9591,74.572,74.574,74.578,11.919,11.895,11.885,11.88,11.879,11.876,11.876,11.878,11.879,11.878,11.879,11.878,11.878,11.879,11.879,11.879,11.879,11.88,11.881,11.88,11.879,23.538,265.75,74.589,74.597,7.4768,6.1151,6.113,0.0022,313.18,5.977,74.627
394,1,5,5,13,24,3.9966,74.615,74.62,74.62,12.02,11.997,11.987,11.981,11.979,11.977,11.978,11.978,11.979,11.979,11.978,11.978,11.98,11.98,11.979,11.979,11.98,11.98,11.98,11.98,11.98,23.007,265.68,74.614,74.64,25.711,6.1617,6.1603,0.0014,313.15,6.026,74.665
395,1,5,5,12,24,3.823,74.678,74.688,74.693,12.131,12.105,12.091,12.085,12.082,12.08,12.08,12.079,12.078,12.077,12.078,12.079,12.079,12.079,12.079,12.078,12.078,12.08,12.08,12.081,12.08,26.581,265.59,74.679,74.695,16.571,6.1952,6.1936,0.0017,313.28,6.0587,74.734
396,1,5,5,11,24,4.0856,74.855,74.86,74.864,12.202,12.177,12.164,12.158,12.155,12.153,12.154,12.153,12.154,12.154,12.153,12.153,12.153,12.154,12.155,12.155,12.154,12.154,12.155,12.155,12.154,25.173,265.43,74.829,74.805,23.422,6.2334,6.231,0.0024,312.84,6.0953,74.914
397,1,5,5,10,24,4.0461,75.133,75.131,75.136,12.106,12.082,12.073,12.069,12.068,12.066,12.066,12.066,12.065,12.066,12.067,12.068,12.066,12.067,12.068,12.068,12.068,12.069,12.069,12.069,12.069,24.127,265.54,75.091,75.084,7.4005,6.1836,6.1819,0.0017,313.04,6.0469,75.199
398,1,5,5,9,24,4.0318,75.314,75.314,75.31,11.89,11.868,11.858,11.854,11.851,11.851,11.85,11.85,11.851,11.851,11.851,11.851,11.851,11.851,11.852,11.853,11.854,11.854,11.853,11.853,11.853,22.154,266.17,75.288,75.372,84.686,6.0849,6.0831,0.0018,313.73,5.9489,75.357
399,1,5,5,8,24,4.1666,74.654,74.662,74.666,11.376,11.355,11.344,11.339,11.337,11.336,11.335,11.336,11.335,11.337,11.337,11.336,11.336,11.339,11.339,11.338,11.337,11.337,11.337,11.339,11.339,21.122,266.65,74.571,74.522,49.217,6.036,6.0341,0.002,314.41,5.8992,74.78
400,1,5,17,7,24,4.0931,71.369,71.38,71.379,22.028,21.789,21.928,21.984,21.887,22.218,21.805,21.805,43.043,21.806,21.802,97.588,21.976,49.968,21.812,21.817,21.992,21.723,21.821,21.723,21.95,239.3,257.29,71.251,71.015,236.7,10.001,10.001,0,304.14,11.261,71.652
401,1,17,37,8,25,4.0988,73.926,73.929,73.932,11.044,11.026,11.034,11.012,11.011,11.01,11.027,11.011,11.01,11.011,11.012,11.012,11.012,11.011,11.012,11.012,11.013,11.013,11.014,11.013,11.014,18.764,266.74,73.808,73.697,110.95,6.0721,6.07,0.0021,314.36,5.9354,74.115
402,1,5,5,9,25,4.1007,75.187,75.19,75.185,11.722,11.701,11.691,11.686,11.685,11.684,11.683,11.684,11.683,11.682,11.682,11.683,11.684,11.683,11.682,11.684,11.682,11.683,11.683,11.683,11.682,21.068,266.29,75.218,75.124,93.765,6.0568,6.0545,0.0023,313.93,5.9211,75.283
403,1,5,5,10,25,4.0265,75.274,75.275,75.281,12.067,12.044,12.034,12.03,12.026,12.026,12.025,12.025,12.025,12.027,12.027,12.028,12.027,12.027,12.026,12.028,12.027,12.028,12.028,12.029,12.028,22.962,265.74,75.269,75.213,55.847,6.1542,6.1521,0.0021,313.19,6.0167,75.32
404,1,5,5,11,25,3.9834,74.985,74.996,74.997,12.18,12.157,12.149,12.167,12.144,12.144,12.145,12.146,12.146,12.146,12.146,12.148,12.147,12.148,12.147,12.148,12.148,12.148,12.147,12.147,12.148,23.614,265.38,74.964,74.935,28.839,6.2287,6.2273,0.0014,312.77,6.0931,75.051
405,1,5,5,12,25,4.0514,74.766,74.771,74.759,12.124,12.1,12.09,12.085,12.083,12.084,12.084,12.083,12.084,12.084,12.086,12.087,12.086,12.086,12.086,12.086,12.087,12.088,12.089,12.087,12.086,24.072,265.53,74.791,74.746,45.09,6.2053,6.2031,0.0021,313.08,6.0706,74.835
406,1,5,5,13,25,3.8554,74.642,74.646,74.646,12.074,12.052,12.041,12.036,12.035,12.035,12.035,12.036,12.035,12.036,12.036,12.037,12.037,12.037,12.037,12.037,12.037,12.04,12.039,12.038,12.038,21.553,265.58,74.655,74.724,68.451,6.1871,6.1854,0.0017,313.06,6.0514,74.685
407,1,5,5,14,25,4.0502,74.595,74.592,74.596,11.97,11.949,11.939,11.936,11.933,11.931,11.932,11.933,11.932,11.932,11.933,11.934,11.934,11.933,11.934,11.935,11.935,11.935,11.935,11.935,11.935,21.933,265.79,74.583,74.621,37.231,6.1418,6.14,0.0018,313.18,6.0062,74.636
408,1,5,5,15,25,3.9285,74.581,74.588,74.581,11.894,11.872,11.862,11.857,11.855,11.853,11.854,11.854,11.855,11.855,11.854,11.854,11.855,11.855,11.856,11.855,11.856,11.856,11.856,11.858,11.857,22.486,265.86,74.587,74.597,9.8419,6.1084,6.1061,0.0024,313.34,5.972,74.632
409,1,5,5,16,25,3.9533,74.588,74.59,74.59,11.748,11.725,11.714,11.708,11.707,11.706,11.706,11.708,11.708,11.708,11.707,11.708,11.708,11.707,11.707,11.71,11.709,11.709,11.71,11.71,11.71,22.206,266.26,74.577,74.637,59.814,6.0275,6.0253,0.0022,313.71,5.8915,74.649
410,1,5,5,17,25,3.9085,74.593,74.595,74.598,11.67,11.648,11.638,11.634,11.63,11.629,11.628,11.629,11.63,11.63,11.629,11.63,11.63,11.63,11.631,11.631,11.632,11.632,11.631,11.632,11.633,22.183,266.4,74.577,74.624,47.226,5.9886,5.9868,0.0018,313.87,5.8538,74.661
411,1,5,5,18,25,4.0367,74.584,74.587,74.586,11.612,11.591,11.58,11.574,11.571,11.571,11.571,11.571,11.57,11.57,11.571,11.571,11.571,11.571,11.571,11.572,11.572,11.573,11.572,11.572,11.571,21.362,266.48,74.559,74.576,17.242,5.9614,5.9595,0.0019,313.97,5.8264,74.662
412,1,5,5,19,25,3.9995,74.577,74.578,74.582,11.63,11.607,11.596,11.591,11.59,11.588,11.588,11.588,11.588,11.588,11.589,11.59,11.591,11.591,11.59,11.589,11.589,11.59,11.59,11.589,11.59,22.485,266.49,74.54,74.556,16.251,5.9668,5.9651,0.0018,313.97,5.8306,74.662
413,1,5,5,20,25,3.9922,74.552,74.559,74.558,11.579,11.554,11.544,11.538,11.536,11.537,11.536,11.536,11.536,11.536,11.537,11.537,11.536,11.537,11.537,11.538,11.538,11.538,11.537,11.536,11.538,25.04,266.62,74.524,74.535,11.223,5.9467,5.9448,0.0018,314.04,5.8095,74.642
414,1,5,5,21,25,3.9976,74.522,74.527,74.53,11.599,11.577,11.566,11.56,11.558,11.556,11.556,11.558,11.557,11.557,11.556,11.559,11.559,11.558,11.557,11.56,11.56,11.56,11.558,11.559,11.56,22.397,266.61,74.491,74.515,23.582,5.9565,5.9539,0.0026,314.13,5.8197,74.613
415,1,5,5,22,25,4.02,74.502,74.504,74.511,11.659,11.638,11.628,11.623,11.62,11.62,11.62,11.619,11.62,11.621,11.62,11.62,11.622,11.622,11.622,11.621,11.622,11.623,11.623,11.623,11.622,21.167,266.45,74.481,74.5,19.005,5.9885,5.9872,0.0013,313.87,5.8542,74.581
416,1,5,5,23,25,4.0079,74.446,74.452,74.455,11.766,11.744,11.731,11.725,11.724,11.721,11.72,11.72,11.72,11.722,11.723,11.722,11.722,11.722,11.722,11.723,11.723,11.723,11.723,11.722,11.722,22.309,266.24,74.423,74.435,12.131,6.0535,6.0514,0.0021,313.82,5.9164,74.526
417,1,5,5,24,25,4.1219,74.424,74.425,74.426,11.793,11.769,11.758,11.772,11.748,11.747,11.747,11.748,11.747,11.747,11.747,11.748,11.748,11.749,11.748,11.748,11.749,11.75,11.749,11.749,11.749,23.648,266.19,74.406,74.428,22.583,6.0615,6.0594,0.0021,313.71,5.9244,74.472
418,1,5,5,25,25,3.998,74.411,74.409,74.413,11.885,11.864,11.853,11.849,11.846,11.845,11.846,11.845,11.846,11.845,11.844,11.844,11.845,11.847,11.846,11.847,11.847,11.846,11.847,11.847,11.847,21.017,265.97,74.417,74.436,18.616,6.1176,6.1162,0.0014,313.33,5.9825,74.449
419,1,5,5,26,25,3.9523,74.39,74.396,74.395,11.979,11.956,11.944,11.94,11.94,11.939,11.938,11.939,11.939,11.938,11.938,11.938,11.94,11.94,11.939,11.94,11.938,11.938,11.938,11.938,11.94,22.472,265.81,74.404,74.406,2.2125,6.171,6.1689,0.0021,313.3,6.0351,74.437
420,1,5,5,27,25,3.9816,74.414,74.414,74.418,12.046,12.024,12.014,12.01,12.009,12.009,12.011,12.011,12.011,12.011,12.011,12.012,12.012,12.012,12.012,12.013,12.013,12.013,12.013,12.015,12.015,21.775,265.59,74.397,74.427,30.67,6.226,6.2236,0.0024,313.15,6.0902,74.472
421,1,5,5,28,25,4.1454,74.56,74.563,74.559,11.962,11.939,11.93,11.925,11.925,11.924,11.924,11.923,11.923,11.922,11.925,11.925,11.926,11.927,11.926,11.926,11.925,11.926,11.927,11.928,11.927,23.559,265.88,74.522,74.531,8.0109,6.1909,6.1886,0.0023,313.55,6.0563,74.629
422,1,5,5,29,25,3.9957,74.794,74.8,74.801,11.94,11.916,11.904,11.898,11.894,11.895,11.894,11.894,11.894,11.894,11.894,11.894,11.894,11.895,11.895,11.896,11.895,11.897,11.897,11.896,11.896,23.832,265.88,74.764,74.768,3.7384,6.1684,6.1671,0.0013,313.49,6.0337,74.87
423,1,5,5,30,25,4.0505,74.872,74.878,74.879,11.943,11.922,11.909,11.906,11.902,11.902,11.902,11.903,11.903,11.902,11.903,11.901,11.902,11.902,11.903,11.903,11.903,11.902,11.903,11.904,11.905,21.182,266.19,74.832,74.812,19.76,6.161,6.1592,0.0018,313.71,6.0248,74.93
424,1,1,1,31,25,3.9772,73.635,73.64,73.641,11.351,11.331,11.321,11.316,11.315,11.314,11.314,11.314,11.314,11.313,11.313,11.313,11.312,11.314,11.316,11.315,11.317,11.334,11.316,11.316,11.317,20.053,266.19,73.528,73.421,107.28,6.252,6.2497,0.0023,313.81,6.1166,73.823
425,1,1,1,31,26,3.8456,71.918,71.921,71.924,10.662,10.475,10.467,10.463,10.462,10.662,10.462,57.877,10.467,10.466,10.464,10.464,10.464,10.463,10.541,10.463,10.463,10.464,10.464,10.465,10.56,187.55,266.51,71.788,71.569,219.37,6.257,6.2548,0.0023,314.13,6.1211,72.194
426,1,5,5,30,26,3.9352,74.473,74.48,74.48,11.476,11.46,11.448,11.442,11.439,11.439,11.439,11.44,11.439,11.441,11.441,11.441,11.441,11.442,11.442,11.442,11.442,11.443,11.444,11.443,11.443,16.34,266.71,74.387,74.323,64.316,6.0684,6.0664,0.0021,314.32,5.9338,74.608
427,1,5,5,29,26,3.7416,74.933,74.946,74.934,11.79,11.767,11.754,11.746,11.742,11.74,11.74,11.738,11.738,11.736,11.737,11.737,11.737,11.738,11.738,11.738,11.738,11.739,11.74,11.739,11.739,23.118,266.48,74.935,74.991,55.931,6.0731,6.0707,0.0024,314.39,5.9383,74.972
428,1,5,5,28,26,3.9707,74.725,74.734,74.731,11.864,11.841,11.829,11.825,11.823,11.821,11.822,11.821,11.82,11.822,11.82,11.821,11.823,11.822,11.823,11.822,11.823,11.823,11.823,11.823,11.823,23.268,266.14,74.694,74.69,4.425,6.1194,6.1177,0.0017,313.92,5.9835,74.805
429,1,5,5,27,26,3.9592,74.516,74.521,74.521,11.939,11.918,11.911,11.908,11.905,11.906,11.906,11.908,11.908,11.908,11.908,11.909,11.909,11.909,11.909,11.909,11.909,11.91,11.911,11.911,11.912,20.632,265.83,74.489,74.502,13.275,6.1767,6.1752,0.0014,313.38,6.0416,74.587
430,1,5,5,26,26,3.9567,74.425,74.428,74.424,11.941,11.918,11.909,11.906,11.905,11.904,11.903,11.902,11.904,11.905,11.905,11.905,11.905,11.906,11.907,11.907,11.906,11.906,11.906,11.907,11.907,22.384,265.87,74.417,74.441,24.872,6.1598,6.1583,0.0015,313.48,6.0257,74.473
431,1,5,5,25,26,3.9397,74.416,74.42,74.421,11.924,11.901,11.891,11.885,11.885,11.884,11.883,11.883,11.882,11.881,11.88,11.881,11.88,11.88,11.879,11.878,11.879,11.879,11.88,11.878,11.877,22.796,265.94,74.41,74.443,32.883,6.131,6.1291,0.0019,313.44,5.9964,74.455
432,1,5,5,24,26,4.042,74.472,74.472,74.477,11.831,11.809,11.798,11.793,11.791,11.789,11.787,11.787,11.787,11.787,11.788,11.788,11.788,11.809,11.788,11.789,11.789,11.79,11.789,11.788,11.788,22.093,266.2,74.474,74.512,37.849,6.0719,6.0697,0.0023,313.9,5.9369,74.511
433,1,5,5,23,26,3.9227,74.583,74.584,74.587,11.852,11.826,11.814,11.809,11.807,11.806,11.805,11.804,11.804,11.804,11.803,11.803,11.806,11.806,11.805,11.805,11.806,11.806,11.805,11.805,11.804,25.473,266.12,74.58,74.578,1.9073,6.0704,6.0686,0.0018,313.57,5.9347,74.63
434,1,5,5,22,26,4.0322,74.719,74.726,74.732,11.815,11.789,11.78,11.776,11.774,11.774,11.774,11.774,11.773,11.771,11.771,11.772,11.773,11.774,11.775,11.772,11.774,11.774,11.774,11.774,11.772,25.468,266.32,74.696,74.703,6.7291,6.0135,6.0121,0.0015,313.82,5.8794,74.779
435,1,5,5,21,26,3.9747,74.808,74.81,74.81,11.7,11.677,11.665,11.659,11.657,11.655,11.654,11.654,11.655,11.655,11.655,11.656,11.656,11.655,11.655,11.655,11.657,11.658,11.656,11.656,11.657,22.931,266.46,74.797,74.811,13.733,5.969,5.9666,0.0024,314.04,5.8349,74.875
436,1,5,5,20,26,4.1871,74.842,74.843,74.843,11.642,11.621,11.611,11.606,11.602,11.601,11.602,11.602,11.603,11.603,11.602,11.605,11.605,11.605,11.605,11.604,11.604,11.605,11.605,11.605,11.605,21.349,266.58,74.814,74.991,177.55,5.9459,5.9441,0.0018,314.02,5.811,74.923
437,1,5,5,19,26,4.0466,74.85,74.849,74.854,11.696,11.673,11.663,11.66,11.658,11.657,11.656,11.656,11.657,11.657,11.657,11.657,11.658,11.658,11.658,11.658,11.658,11.658,11.659,11.659,11.66,22.183,266.48,74.812,74.844,32.043,5.9752,5.9729,0.0022,313.81,5.8397,74.921
438,1,5,5,18,26,4.3287,74.822,74.819,74.822,11.713,11.69,11.679,11.674,11.67,11.668,11.668,11.668,11.668,11.669,11.668,11.668,11.668,11.668,11.669,11.67,11.67,11.67,11.669,11.669,11.669,23.676,266.39,74.795,74.814,19.836,5.9833,5.9812,0.0021,313.9,5.8484,74.891
439,1,5,5,17,26,4.5991,74.733,74.734,74.736,11.749,11.726,11.715,11.709,11.708,11.707,11.705,11.705,11.705,11.705,11.706,11.705,11.707,11.707,11.706,11.706,11.707,11.707,11.708,11.707,11.707,22.317,266.26,74.709,74.717,7.6294,6.0149,6.013,0.0019,313.93,5.8804,74.791
440,1,5,5,16,26,4.5315,74.655,74.659,74.658,11.814,11.789,11.778,11.774,11.772,11.771,11.77,11.77,11.771,11.771,11.771,11.771,11.772,11.772,11.772,11.772,11.773,11.774,11.774,11.774,11.773,24.763,266.08,74.632,74.649,16.556,6.0517,6.0502,0.0015,313.64,5.9157,74.708
441,1,5,5,15,26,4.6612,74.606,74.607,74.609,11.985,11.959,11.947,11.94,11.937,11.935,11.934,11.934,11.934,11.934,11.934,11.935,11.936,11.936,11.936,11.936,11.937,11.936,11.935,11.936,11.936,25.235,265.76,74.591,74.655,63.934,6.1423,6.14,0.0023,313.39,6.0052,74.645
442,1,5,5,14,26,4.8113,74.606,74.603,74.612,12.039,12.017,12.005,12.001,12,11.999,11.999,11.999,11.999,12,12,12.001,12.001,12,12,12,12.001,12.002,12.001,12,12,21.868,265.61,74.599,74.628,28.534,6.1713,6.1692,0.0021,313.21,6.0368,74.65
443,1,5,5,13,26,4.5189,74.697,74.709,74.7,12.104,12.082,12.072,12.069,12.069,12.067,12.068,12.067,12.067,12.068,12.069,12.071,12.071,12.07,12.07,12.071,12.071,12.071,12.07,12.07,12.071,22.492,265.55,74.692,74.674,18.005,6.1997,6.1981,0.0016,312.97,6.0655,74.755
444,1,5,5,12,26,4.545,74.89,74.893,74.9,12.114,12.092,12.084,12.082,12.081,12.081,12.081,12.08,12.081,12.082,12.081,12.081,12.082,12.081,12.082,12.083,12.083,12.084,12.084,12.084,12.084,21.415,265.56,74.846,74.829,16.708,6.197,6.1954,0.0016,313.04,6.064,74.965
445,1,5,5,11,26,4.4357,75.177,75.174,75.179,12.162,12.138,12.128,12.124,12.121,12.12,12.12,12.122,12.121,12.121,12.122,12.124,12.123,12.123,12.122,12.123,12.123,12.124,12.124,12.124,12.124,23.312,265.53,75.126,75.114,12.512,6.2098,6.2086,0.0013,312.99,6.0761,75.242
446,1,5,5,10,26,4.5762,75.319,75.341,75.328,11.988,11.968,11.955,11.95,11.949,11.948,11.947,11.947,11.949,11.949,11.948,11.947,11.948,11.949,11.951,11.951,11.951,11.951,11.951,11.951,11.951,20.814,265.91,75.313,75.362,49.438,6.1339,6.1321,0.0018,313.35,5.9991,75.379
447,1,5,5,9,26,4.5365,74.778,74.782,74.784,11.506,11.487,11.475,11.469,11.468,11.466,11.467,11.467,11.468,11.469,11.469,11.469,11.469,11.469,11.47,11.47,11.47,11.469,11.469,11.47,11.47,19.264,266.41,74.68,74.621,59.052,6.078,6.076,0.002,314.03,5.943,74.92
448,1,5,27,8,26,4.3959,72.193,72.2,72.2,45.017,10.366,10.355,10.35,10.348,10.347,70.294,33.543,30.624,10.353,10.35,10.348,10.349,14.888,10.35,10.483,10.348,64.425,10.421,10.354,10.352,34651.4,266.73,72.05,71.818,231.64,6.1728,6.1703,0.0025,314.36,6.0366,72.47
449,1,1,1,9,27,4.227,73.692,73.699,73.702,11.055,11.01,11.002,11.035,10.994,11.034,11.037,10.993,10.993,10.994,10.994,10.994,10.996,10.996,10.996,10.995,10.994,10.996,10.997,10.996,10.996,44.11,266.47,73.555,73.417,137.88,6.1333,6.1312,0.0021,314.09,5.9992,73.915
450,1,5,5,10,27,4.3241,75.112,75.117,75.116,11.798,11.775,11.765,11.761,11.758,11.757,11.757,11.758,11.757,11.758,11.757,11.758,11.759,11.76,11.759,11.758,11.758,11.759,11.759,11.761,11.76,22.808,266.03,75.033,74.999,34.035,6.1291,6.127,0.0021,313.59,5.9945,75.211
451,1,5,5,11,27,4.2633,75.321,75.323,75.322,12.089,12.067,12.056,12.052,12.05,12.051,12.05,12.049,12.049,12.051,12.051,12.051,12.051,12.05,12.051,12.052,12.052,12.052,12.052,12.052,12.052,22.569,265.65,75.316,75.292,23.27,6.1723,6.1703,0.002,313.14,6.0372,75.374
452,1,5,5,12,27,4.1835,75.083,75.084,75.093,12.12,12.095,12.083,12.079,12.078,12.077,12.076,12.076,12.078,12.079,12.078,12.078,12.078,12.078,12.079,12.08,12.079,12.079,12.08,12.08,12.08,24.384,265.58,75.093,75.013,80.2,6.1915,6.1898,0.0017,312.96,6.0585,75.151
453,1,5,5,13,27,4.2181,74.827,74.829,74.829,12.16,12.137,12.129,12.125,12.124,12.122,12.123,12.124,12.126,12.124,12.124,12.126,12.126,12.126,12.126,12.126,12.127,12.128,12.128,12.127,12.127,23.001,265.39,74.779,74.774,5.1117,6.2294,6.228,0.0014,312.87,6.0968,74.892
454,1,5,5,14,27,4.3646,74.662,74.66,74.658,12.1,12.077,12.069,12.065,12.065,12.064,12.063,12.065,12.065,12.065,12.065,12.065,12.065,12.065,12.066,12.067,12.067,12.067,12.066,12.067,12.068,22.656,265.52,74.631,74.656,25.558,6.2042,6.2021,0.0021,312.93,6.069,74.729
455,1,5,5,15,27,4.2595,74.597,74.596,74.599,11.982,11.96,11.951,11.947,11.945,11.945,11.945,11.946,11.947,11.947,11.946,11.946,11.948,11.948,11.948,11.947,11.948,11.947,11.949,11.948,11.948,21.191,265.79,74.578,74.671,92.621,6.1439,6.1419,0.002,313.26,6.0088,74.639
456,1,5,5,16,27,4.1504,74.633,74.634,74.641,11.919,11.897,11.886,11.882,11.879,11.878,11.88,11.881,11.881,11.882,11.881,11.88,11.881,11.881,11.881,11.882,11.883,11.882,11.883,11.883,11.883,22.722,265.96,74.622,74.634,11.749,6.1122,6.1101,0.0021,313.39,5.9784,74.694
457,1,5,5,17,27,4.1736,74.757,74.762,74.761,11.906,11.884,11.872,11.866,11.865,11.866,11.864,11.863,11.864,11.865,11.864,11.864,11.865,11.865,11.865,11.866,11.866,11.867,11.867,11.866,11.867,21.883,265.99,74.721,74.74,19.684,6.0947,6.0925,0.0022,313.44,5.9607,74.816
458,1,5,5,18,27,4.1016,74.903,74.905,74.905,11.851,11.829,11.819,11.815,11.811,11.811,11.811,11.812,11.811,11.812,11.812,11.812,11.811,11.812,11.813,11.813,11.813,11.812,11.811,11.81,11.81,21.701,266.05,74.867,74.981,114,6.0478,6.046,0.0018,313.45,5.9131,74.952
459,1,5,5,19,27,3.6862,74.982,74.982,74.984,11.794,11.774,11.763,11.758,11.757,11.755,11.755,11.755,11.755,11.757,11.757,11.755,11.755,11.757,11.757,11.757,11.757,11.758,11.759,11.758,11.76,19.554,266.14,74.98,74.985,5.1727,6.0194,6.0181,0.0013,313.49,5.8665,75.026
460,1,5,5,20,27,3.6685,74.99,74.991,74.991,11.776,11.754,11.743,11.737,11.735,11.734,11.735,11.734,11.733,11.733,11.734,11.735,11.736,11.737,11.735,11.736,11.737,11.737,11.737,11.737,11.737,21.96,266.26,75.007,75.017,10.605,5.9999,5.9978,0.002,313.77,5.8495,75.029
461,1,5,5,21,27,3.7559,74.92,74.922,74.923,11.833,11.811,11.8,11.795,11.793,11.793,11.792,11.793,11.793,11.793,11.794,11.793,11.793,11.794,11.795,11.794,11.796,11.796,11.797,11.796,11.795,21.902,266.12,74.925,74.94,15.106,6.0342,6.0322,0.002,313.59,5.8859,74.966
462,1,5,5,22,27,3.8499,74.782,74.773,74.782,11.876,11.855,11.844,11.838,11.839,11.836,11.835,11.835,11.836,11.837,11.836,11.837,11.837,11.838,11.839,11.837,11.839,11.839,11.84,11.839,11.839,21.508,266.07,74.793,74.796,2.7466,6.0697,6.0678,0.0019,313.53,5.9246,74.814
463,1,5,5,23,27,3.8579,74.601,74.602,74.613,11.932,11.907,11.896,11.893,11.891,11.889,11.888,11.888,11.888,11.89,11.89,11.89,11.891,11.89,11.89,11.891,11.892,11.892,11.893,11.891,11.891,25.002,265.89,74.636,74.663,27.008,6.1189,6.1168,0.0021,313.4,5.9723,74.649
464,1,5,5,24,27,4.0003,74.49,74.494,74.495,11.909,11.888,11.878,11.873,11.871,11.871,11.871,11.872,11.871,11.871,11.873,11.874,11.872,11.872,11.875,11.875,11.874,11.874,11.874,11.876,11.875,20.834,266.07,74.501,74.547,45.876,6.1192,6.1175,0.0017,313.52,5.9741,74.527
465,1,5,5,25,27,4.0882,74.437,74.443,74.438,11.96,11.937,11.928,11.924,11.923,11.923,11.924,11.923,11.922,11.923,11.925,11.924,11.924,11.924,11.925,11.926,11.926,11.927,11.927,11.928,11.928,22.38,265.8,74.427,74.464,36.392,6.17,6.1678,0.0022,313.25,6.026,74.494
466,1,5,5,26,27,3.9847,74.516,74.516,74.518,11.927,11.904,11.896,11.892,11.891,11.89,11.891,11.893,11.891,11.891,11.891,11.893,11.894,11.894,11.894,11.893,11.894,11.895,11.894,11.894,11.894,22.974,265.91,74.494,74.492,2.0676,6.1644,6.1626,0.0018,313.31,6.0203,74.582
