Tester ID/Tester Station:RGT-3120
Computer Name           :DESKTOP-USUQBTQ
Handler/Prober Name     :UF2000
Temperature: 023.8C
Production ID           :JBS LLD 71V
Test Program Name       :C:\POWORLD\RGT.Net\Recipes\LLD_71V_Eng_Run_04302026.TestPg
Device Name             :JBS LLD 71V
Lot ID                  :N64S03A03
Wafer ID                :N64S03A03
Probe Card No           :11-02626B
Load Board No           :CP5
SFT                     :
OPERATOR                :A000697
Test Start Date         :Wed May 13 12:03:20 2026
Test End Date           :Wed May 13 12:16:48 2026
Fail Retest Rate        :
Sequence All ON         :ON
PreLoad Pat(Time)       :
Craft Current User      :
Craft Version           :
OutPut TDO              :C:\DataLog\Report\LLD_71V_Eng_Run_04302026\N64S03A_OD75um
Run Card No             :N64S03A_OD75um
Rom Code                :



 Sample   Pass   Pass%   Fail   Fail%
    549     28     5.1    521    94.9

,,,,,,Contact2[Step1],VZ[Step2],VZ[Step3],VZ[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],Calculate[Step4],VFSDS[Step5],VZ[Step6],VZ[Step6],Calculate[Step6],IR[Step7],IR[Step7],Calculate[Step7],VFSDS[Step8],IR[Step9],VZ[Step10]
385,1,5,5,22,24,4.078,74.426,74.426,74.421,11.974,11.953,11.942,11.937,11.935,11.936,11.936,11.935,11.935,11.936,11.936,11.935,11.936,11.937,11.937,11.936,11.937,11.938,11.938,11.937,11.936,21.324,265.93,74.41,74.447,36.697,6.136,6.134,0.002,313.25,5.9973,74.492
386,1,5,5,21,24,3.9384,74.4,74.402,74.402,11.93,11.907,11.896,11.891,11.89,11.889,11.887,11.887,11.888,11.889,11.889,11.888,11.889,11.89,11.889,11.89,11.889,11.891,11.891,11.89,11.891,22.617,266.09,74.382,74.397,14.877,6.1069,6.1054,0.0015,313.36,5.9691,74.461
387,1,5,5,20,24,4.0296,74.411,74.416,74.416,11.889,11.867,11.853,11.847,11.846,11.845,11.844,11.843,11.843,11.843,11.843,11.844,11.843,11.844,11.844,11.845,11.845,11.846,11.846,11.846,11.845,22.383,266.2,74.423,74.445,22.881,6.0785,6.0763,0.0021,313.68,5.94,74.483
388,1,5,5,19,24,3.9195,74.387,74.389,74.393,11.927,11.902,11.89,11.885,11.883,11.882,11.883,11.883,11.88,11.882,11.883,11.883,11.884,11.884,11.883,11.884,11.885,11.885,11.884,11.885,11.885,24.887,266.04,74.367,74.407,39.825,6.1037,6.1022,0.0015,313.46,5.9652,74.45
389,1,5,5,18,24,3.8666,74.381,74.383,74.381,11.938,11.916,11.904,11.9,11.897,11.897,11.897,11.896,11.896,11.898,11.898,11.897,11.897,11.896,11.898,11.9,11.899,11.9,11.899,11.9,11.9,21.51,266.03,74.355,74.405,50.049,6.1071,6.1048,0.0022,313.35,5.9684,74.45
390,1,5,5,17,24,4.0214,74.364,74.369,74.371,11.934,11.912,11.901,11.896,11.893,11.892,11.892,11.892,11.893,11.892,11.892,11.893,11.893,11.893,11.893,11.893,11.895,11.895,11.895,11.894,11.893,21.599,265.96,74.342,74.357,14.954,6.1216,6.1197,0.0018,313.32,5.9839,74.445
391,1,5,5,16,24,4.0719,74.391,74.393,74.396,11.977,11.955,11.943,11.937,11.934,11.934,11.933,11.932,11.932,11.932,11.933,11.934,11.934,11.935,11.934,11.935,11.935,11.935,11.934,11.935,11.935,21.839,265.87,74.378,74.39,12.589,6.1453,6.1429,0.0024,313.22,6.006,74.47
392,1,5,5,15,24,4.2356,74.47,74.471,74.472,12.161,12.138,12.127,12.121,12.118,12.117,12.116,12.118,12.118,12.118,12.118,12.118,12.119,12.119,12.119,12.119,12.119,12.12,12.12,12.121,12.121,22.99,265.38,74.474,74.457,17.395,6.2419,6.2397,0.0022,312.68,6.1027,74.531
393,1,5,5,14,24,4.3532,74.532,74.533,74.536,12.211,12.186,12.173,12.169,12.167,12.165,12.164,12.165,12.165,12.165,12.166,12.166,12.167,12.167,12.166,12.166,12.167,12.166,12.168,12.169,12.169,25.02,265.29,74.529,74.556,27.161,6.2592,6.2565,0.0027,312.58,6.1202,74.597
394,1,5,5,13,24,4.1744,74.566,74.57,74.575,12.284,12.259,12.247,12.24,12.238,12.237,12.235,12.234,12.235,12.236,12.235,12.234,12.235,12.237,12.236,12.238,12.237,12.237,12.237,12.238,12.237,24.793,265.25,74.572,74.619,46.463,6.2885,6.2862,0.0023,312.58,6.149,74.621
395,1,5,5,12,24,3.7253,74.625,74.626,74.631,12.373,12.347,12.333,12.326,12.32,12.318,12.316,12.316,12.316,12.317,12.316,12.316,12.316,12.317,12.316,12.317,12.317,12.317,12.318,12.318,12.318,25.624,265.18,74.636,74.642,5.8746,6.3193,6.3171,0.0022,312.82,6.1796,74.679
396,1,5,5,11,24,4.1451,74.78,74.78,74.779,12.401,12.375,12.361,12.355,12.352,12.35,12.35,12.349,12.35,12.349,12.349,12.349,12.351,12.35,12.35,12.35,12.351,12.351,12.352,12.351,12.352,26.645,265.01,74.741,74.734,7.6294,6.3348,6.3328,0.002,312.45,6.1978,74.838
397,1,5,5,10,24,4.1576,75.037,75.043,75.047,12.348,12.323,12.312,12.306,12.304,12.302,12.301,12.302,12.303,12.302,12.302,12.304,12.305,12.304,12.304,12.303,12.304,12.305,12.305,12.305,12.304,24.606,265.13,74.993,74.978,15.724,6.304,6.3021,0.0019,312.5,6.1664,75.103
398,1,5,5,9,24,4.0724,75.228,75.233,75.233,12.171,12.149,12.138,12.133,12.129,12.128,12.127,12.127,12.128,12.127,12.127,12.127,12.128,12.129,12.129,12.13,12.129,12.129,12.131,12.13,12.131,21.996,265.55,75.239,75.257,17.853,6.2222,6.22,0.0021,313.06,6.0841,75.281
399,1,5,5,8,24,4.1195,74.618,74.616,74.624,11.708,11.684,11.673,11.666,11.663,11.662,11.662,11.661,11.661,11.662,11.661,11.661,11.661,11.664,11.663,11.663,11.663,11.663,11.665,11.664,11.663,23.815,265.95,74.535,74.479,56.625,6.1988,6.1972,0.0016,313.59,6.0608,74.742
400,1,1,1,7,24,4.1046,71.419,71.427,71.429,13.032,13.029,13.053,12.942,12.963,12.927,12.873,13.089,12.883,13.075,12.921,12.921,12.872,12.868,12.878,12.93,12.871,12.872,12.914,12.88,12.872,2.3228,262.91,71.307,71.097,210.38,7.5618,7.5589,0.0029,310.16,7.422,71.699
401,1,17,37,8,25,4.1471,73.893,73.899,73.901,11.544,11.523,11.51,11.507,11.504,11.504,11.503,11.505,11.504,11.504,11.505,11.504,11.503,11.504,11.509,11.506,11.505,11.505,11.504,11.505,11.506,21.379,265.49,73.781,73.685,96.451,6.3368,6.3343,0.0025,312.96,6.1995,74.08
402,1,5,5,9,25,4.2665,75.138,75.145,75.15,12.165,12.143,12.132,12.127,12.124,12.122,12.121,12.121,12.12,12.121,12.122,12.124,12.123,12.123,12.124,12.125,12.124,12.123,12.124,12.124,12.125,22.144,265.38,75.096,75.073,22.354,6.2729,6.2703,0.0026,312.87,6.1352,75.234
403,1,5,5,10,25,4.1026,75.169,75.174,75.179,12.369,12.346,12.333,12.327,12.325,12.323,12.322,12.322,12.323,12.323,12.323,12.323,12.324,12.324,12.324,12.324,12.324,12.325,12.326,12.326,12.327,23.808,265.11,75.141,75.139,1.8311,6.3114,6.3089,0.0024,312.45,6.1743,75.228
404,1,5,5,11,25,4.0948,74.892,74.888,74.895,12.437,12.414,12.404,12.401,12.399,12.399,12.399,12.399,12.399,12.398,12.4,12.401,12.4,12.401,12.402,12.402,12.402,12.401,12.403,12.403,12.403,23.338,264.89,74.845,74.816,29.449,6.3681,6.366,0.0021,312.23,6.2305,74.961
405,1,5,5,12,25,4.1769,74.685,74.68,74.69,12.405,12.38,12.369,12.364,12.363,12.362,12.361,12.361,12.362,12.363,12.362,12.362,12.364,12.364,12.364,12.363,12.364,12.364,12.365,12.365,12.364,24.822,265.14,74.652,74.77,118.73,6.3433,6.3415,0.0018,312.46,6.2051,74.744
406,1,5,5,13,25,4.2003,74.574,74.573,74.576,12.361,12.333,12.323,12.318,12.315,12.314,12.314,12.313,12.315,12.315,12.315,12.316,12.316,12.316,12.316,12.315,12.315,12.316,12.316,12.318,12.318,27.861,265.08,74.573,74.615,41.58,6.3323,6.3301,0.0022,312.37,6.1949,74.623
407,1,5,5,14,25,4.1368,74.541,74.545,74.547,12.289,12.265,12.254,12.249,12.247,12.245,12.246,12.246,12.248,12.248,12.247,12.248,12.248,12.249,12.249,12.249,12.249,12.249,12.249,12.25,12.249,24.019,265.16,74.55,74.623,72.556,6.3008,6.2985,0.0023,312.52,6.1636,74.603
408,1,5,5,15,25,4.0328,74.543,74.543,74.547,12.232,12.209,12.198,12.194,12.192,12.191,12.19,12.19,12.189,12.19,12.191,12.192,12.192,12.193,12.192,12.193,12.192,12.194,12.193,12.193,12.193,22.493,265.27,74.537,74.555,17.471,6.2727,6.2702,0.0026,312.59,6.1354,74.605
409,1,5,5,16,25,4.1725,74.548,74.552,74.557,12.069,12.047,12.034,12.029,12.028,12.028,12.027,12.027,12.026,12.028,12.027,12.027,12.028,12.028,12.029,12.028,12.029,12.029,12.029,12.029,12.029,22.102,265.72,74.541,74.565,24.109,6.179,6.1773,0.0017,312.97,6.042,74.613
410,1,5,5,17,25,4.0701,74.573,74.582,74.577,12.031,12.006,11.994,11.987,11.984,11.983,11.984,11.984,11.982,11.983,11.983,11.984,11.982,11.983,11.985,11.985,11.984,11.986,11.986,11.986,11.985,24.285,265.71,74.546,74.569,22.43,6.1539,6.1519,0.002,313.13,6.0183,74.643
411,1,5,5,18,25,4.2555,74.595,74.602,74.6,11.99,11.967,11.953,11.946,11.944,11.943,11.942,11.942,11.941,11.942,11.943,11.942,11.942,11.943,11.943,11.943,11.944,11.944,11.944,11.943,11.943,23.847,265.85,74.567,74.588,20.752,6.1309,6.1292,0.0017,313.23,5.995,74.677
412,1,5,5,19,25,4.2129,74.599,74.599,74.599,12.006,11.982,11.971,11.965,11.962,11.961,11.961,11.962,11.96,11.962,11.962,11.963,11.961,11.961,11.961,11.964,11.962,11.964,11.964,11.963,11.962,23.777,265.85,74.561,74.577,15.259,6.141,6.1389,0.002,313.21,6.0056,74.682
413,1,5,5,20,25,4.3872,74.614,74.618,74.622,11.977,11.953,11.941,11.935,11.932,11.931,11.931,11.929,11.93,11.931,11.931,11.931,11.93,11.932,11.933,11.932,11.932,11.932,11.932,11.932,11.933,23.857,265.94,74.586,74.589,2.8229,6.1154,6.1137,0.0018,313.33,5.9782,74.701
414,1,5,5,21,25,4.346,74.599,74.601,74.601,12.001,11.977,11.966,11.96,11.959,11.957,11.957,11.956,11.956,11.957,11.957,11.957,11.957,11.957,11.958,11.957,11.958,11.958,11.958,11.959,11.959,23.505,265.97,74.577,74.588,11.063,6.1344,6.132,0.0023,313.34,5.9988,74.673
415,1,5,5,22,25,4.154,74.631,74.632,74.632,12.08,12.057,12.045,12.04,12.039,12.036,12.037,12.037,12.037,12.037,12.037,12.037,12.038,12.037,12.037,12.039,12.039,12.038,12.037,12.037,12.038,23.63,265.74,74.614,74.618,4.2725,6.1628,6.1605,0.0023,313.12,6.0286,74.706
416,1,5,5,23,25,4.2127,74.618,74.618,74.619,12.172,12.15,12.137,12.129,12.125,12.124,12.123,12.122,12.122,12.123,12.123,12.122,12.122,12.122,12.123,12.124,12.125,12.124,12.122,12.124,12.125,22.753,265.58,74.597,74.628,30.975,6.2109,6.2087,0.0022,313.17,6.0758,74.684
417,1,5,5,24,25,4.3045,74.581,74.583,74.583,12.19,12.163,12.153,12.146,12.143,12.141,12.14,12.139,12.14,12.14,12.139,12.141,12.141,12.141,12.141,12.141,12.14,12.14,12.141,12.142,12.143,26.633,265.56,74.567,74.589,21.744,6.2184,6.2164,0.002,312.96,6.0818,74.633
418,1,5,5,25,25,4.1641,74.579,74.579,74.587,12.3,12.275,12.263,12.257,12.256,12.256,12.256,12.253,12.255,12.256,12.255,12.255,12.255,12.255,12.255,12.256,12.257,12.257,12.258,12.257,12.256,25.226,265.37,74.573,74.609,35.248,6.2768,6.275,0.0018,312.67,6.1413,74.625
419,1,5,5,26,25,4.0133,74.58,74.585,74.581,12.362,12.338,12.328,12.323,12.321,12.32,12.32,12.321,12.32,12.322,12.322,12.323,12.323,12.323,12.323,12.324,12.325,12.324,12.322,12.324,12.325,24.492,265.23,74.612,74.622,9.2316,6.3191,6.3168,0.0023,312.61,6.1835,74.63
420,1,5,5,27,25,4.1285,74.632,74.635,74.634,12.41,12.387,12.378,12.375,12.375,12.376,12.377,12.377,12.377,12.377,12.378,12.377,12.378,12.378,12.378,12.378,12.378,12.378,12.378,12.378,12.378,23.18,265.09,74.615,74.624,8.7738,6.3589,6.3576,0.0014,312.56,6.224,74.691
421,1,5,5,28,25,3.9261,74.811,74.813,74.814,12.349,12.327,12.317,12.311,12.309,12.308,12.308,12.31,12.309,12.309,12.309,12.31,12.311,12.311,12.311,12.311,12.311,12.311,12.312,12.311,12.312,21.378,265.22,74.773,74.778,5.0354,6.3327,6.3304,0.0022,313.01,6.1976,74.894
422,1,5,5,29,25,4.1175,75.087,75.087,75.088,12.354,12.328,12.316,12.309,12.306,12.305,12.305,12.304,12.305,12.305,12.305,12.304,12.304,12.305,12.306,12.306,12.305,12.306,12.305,12.306,12.306,25.955,265.22,75.041,75.062,21.362,6.3208,6.3189,0.0019,312.67,6.1851,75.167
423,1,5,5,30,25,4.1068,75.21,75.223,75.218,15.486,15.48,15.449,15.511,15.402,15.413,15.44,15.459,15.437,15.443,15.446,15.441,15.45,15.439,15.423,15.423,15.409,15.44,15.448,15.445,15.447,5.9754,265.2,75.164,75.299,135.12,7.8133,7.8084,0.0049,312.55,7.6743,75.273
424,1,17,37,31,25,4.0847,73.899,73.907,73.908,11.93,11.91,11.898,11.894,11.892,11.891,11.89,11.889,11.891,11.892,11.893,11.89,11.891,11.892,11.891,11.892,11.893,11.893,11.895,11.894,11.893,20.805,264.63,73.785,73.664,121.09,6.5436,6.5418,0.0018,311.98,6.4094,74.099
425,1,1,1,31,26,4.0528,72.068,72.074,72.078,11.442,11.422,11.51,11.41,11.409,11.406,11.579,11.408,11.408,11.488,11.409,11.409,11.674,11.409,11.41,11.41,11.5,11.41,11.411,11.411,11.411,19.945,263.63,71.928,71.698,229.28,6.8172,6.8154,0.0018,310.85,6.6821,72.355
426,1,5,5,30,26,3.9662,74.775,74.781,74.78,12.085,12.061,12.05,12.045,12.042,12.041,12.042,12.042,12.042,12.041,12.042,12.043,12.042,12.043,12.042,12.044,12.044,12.044,12.045,12.043,12.043,23.577,265.33,74.672,74.612,60.425,6.338,6.3362,0.0018,312.77,6.2018,74.912
427,1,5,5,29,26,3.6864,75.216,75.227,75.223,12.271,12.247,12.232,12.224,12.22,12.217,12.215,12.214,12.214,12.212,12.214,12.212,12.212,12.213,12.214,12.214,12.215,12.214,12.214,12.214,12.214,23.96,265.6,75.206,75.29,83.771,6.2604,6.2585,0.0018,313.32,6.125,75.272
428,1,5,5,28,26,4.0403,74.984,74.983,74.979,12.272,12.249,12.238,12.231,12.229,12.228,12.228,12.227,12.227,12.228,12.228,12.228,12.228,12.229,12.229,12.23,12.229,12.23,12.231,12.231,12.231,23.897,265.47,74.943,74.944,0.6866,6.2777,6.2755,0.0023,313.05,6.1414,75.061
429,1,5,5,27,26,4.0653,74.728,74.733,74.732,12.349,12.326,12.317,12.312,12.313,12.313,12.313,12.312,12.311,12.312,12.313,12.314,12.314,12.315,12.315,12.315,12.314,12.315,12.315,12.316,12.316,23.428,265.16,74.702,74.715,12.512,6.333,6.3311,0.0019,312.66,6.196,74.8
430,1,5,5,26,26,4.112,74.605,74.609,74.609,12.379,12.354,12.345,12.34,12.338,12.336,12.336,12.337,12.337,12.337,12.338,12.338,12.338,12.338,12.338,12.338,12.34,12.34,12.34,12.34,12.339,24.483,265.24,74.591,74.607,15.335,6.3324,6.3301,0.0023,312.69,6.1955,74.663
431,1,5,5,25,26,4.064,74.582,74.583,74.586,12.348,12.325,12.313,12.307,12.306,12.304,12.303,12.304,12.304,12.303,12.305,12.305,12.304,12.306,12.306,12.305,12.306,12.307,12.306,12.327,12.306,23.467,265.34,74.577,74.633,56.076,6.3025,6.3005,0.002,312.7,6.1679,74.628
432,1,5,5,24,26,4.1807,74.607,74.61,74.611,12.261,12.235,12.222,12.215,12.215,12.213,12.211,12.21,12.21,12.21,12.211,12.212,12.212,12.212,12.212,12.212,12.212,12.212,12.213,12.212,12.212,26.157,265.5,74.627,74.661,33.798,6.2485,6.2459,0.0026,313,6.1119,74.646
433,1,5,5,23,26,4.1038,74.698,74.699,74.699,12.282,12.259,12.246,12.239,12.236,12.235,12.234,12.233,12.234,12.233,12.233,12.234,12.234,12.234,12.234,12.235,12.235,12.234,12.236,12.236,12.236,22.695,265.38,74.711,74.704,6.1798,6.251,6.2482,0.0028,312.75,6.1144,74.739
434,1,5,5,22,26,4.0729,74.797,74.797,74.802,12.208,12.186,12.173,12.169,12.167,12.165,12.166,12.166,12.165,12.165,12.166,12.166,12.167,12.166,12.166,12.167,12.167,12.168,12.168,12.167,12.167,21.973,265.61,74.778,74.852,73.395,6.1994,6.1979,0.0015,312.96,6.0646,74.844
435,1,5,5,21,26,4.2981,74.863,74.862,74.869,12.16,12.136,12.122,12.115,12.113,12.111,12.11,12.111,12.111,12.109,12.11,12.109,12.11,12.112,12.112,12.112,12.112,12.11,12.111,12.113,12.112,23.783,265.65,74.833,74.856,22.507,6.1687,6.1669,0.0018,313.06,6.0321,74.933
436,1,5,5,20,26,4.1541,74.89,74.897,74.896,12.075,12.053,12.043,12.037,12.034,12.033,12.031,12.032,12.033,12.033,12.033,12.033,12.035,12.034,12.034,12.035,12.035,12.034,12.035,12.035,12.036,22.029,265.77,74.865,74.902,37.537,6.1325,6.1304,0.0021,313.23,5.9982,74.961
437,1,5,5,19,26,4.184,74.871,74.881,74.882,12.13,12.107,12.096,12.091,12.09,12.088,12.087,12.087,12.086,12.088,12.089,12.089,12.089,12.089,12.089,12.09,12.09,12.091,12.09,12.09,12.091,23.263,265.59,74.844,74.873,29.297,6.1676,6.1655,0.0021,312.92,6.032,74.939
438,1,5,5,18,26,4.2047,74.827,74.83,74.834,12.128,12.104,12.092,12.086,12.084,12.081,12.08,12.08,12.08,12.08,12.079,12.079,12.08,12.081,12.082,12.082,12.081,12.081,12.081,12.081,12.081,23.98,265.6,74.807,74.814,7.5531,6.1709,6.1689,0.002,313.08,6.0353,74.896
439,1,5,5,17,26,4.3518,74.735,74.738,74.737,12.152,12.13,12.117,12.112,12.109,12.108,12.107,12.106,12.106,12.107,12.107,12.107,12.107,12.107,12.108,12.108,12.107,12.108,12.109,12.109,12.109,22.525,265.53,74.72,74.722,1.7548,6.1963,6.1942,0.0022,313,6.0601,74.797
440,1,5,5,16,26,4.1635,74.635,74.637,74.639,12.204,12.179,12.167,12.163,12.16,12.159,12.159,12.158,12.158,12.157,12.157,12.159,12.159,12.159,12.159,12.16,12.159,12.16,12.16,12.161,12.16,25.625,265.42,74.615,74.634,19.302,6.2274,6.225,0.0024,312.78,6.0917,74.696
441,1,5,5,15,26,4.0928,74.565,74.569,74.569,12.335,12.31,12.296,12.287,12.283,12.281,12.282,12.282,12.281,12.281,12.281,12.282,12.283,12.283,12.284,12.283,12.283,12.283,12.283,12.284,12.284,24.967,265.13,74.551,74.607,55.847,6.315,6.3123,0.0027,312.53,6.1804,74.616
442,1,5,5,14,26,4.0653,74.549,74.55,74.552,12.377,12.354,12.343,12.338,12.336,12.336,12.336,12.336,12.335,12.337,12.337,12.335,12.338,12.337,12.337,12.337,12.337,12.338,12.339,12.339,12.339,23.456,264.96,74.552,74.591,39.52,6.3431,6.341,0.0021,312.39,6.2077,74.601
443,1,5,5,13,26,4.2343,74.631,74.626,74.634,12.452,12.427,12.419,12.416,12.415,12.415,12.414,12.415,12.415,12.415,12.416,12.417,12.417,12.417,12.417,12.417,12.417,12.417,12.418,12.418,12.418,24.807,264.9,74.594,74.612,17.471,6.373,6.3712,0.0018,312.17,6.2388,74.699
444,1,5,5,12,26,4.2026,74.806,74.798,74.801,12.432,12.407,12.399,12.396,12.396,12.395,12.395,12.396,12.397,12.397,12.398,12.398,12.398,12.397,12.399,12.399,12.399,12.398,12.399,12.4,12.4,24.296,264.89,74.753,74.892,139.47,6.363,6.3607,0.0023,312.23,6.229,74.869
445,1,5,5,11,26,4.0616,75.058,75.065,75.071,12.495,12.472,12.462,12.459,12.457,12.456,12.456,12.456,12.457,12.457,12.457,12.459,12.458,12.458,12.459,12.458,12.459,12.459,12.458,12.458,12.459,23.343,264.78,75.01,74.971,38.857,6.3883,6.3862,0.002,312.01,6.2537,75.136
446,1,5,5,10,26,4.1773,75.24,75.24,75.239,12.332,12.308,12.296,12.291,12.288,12.288,12.288,12.289,12.289,12.289,12.289,12.29,12.29,12.29,12.291,12.29,12.29,12.29,12.291,12.29,12.29,24.083,265.14,75.288,75.265,23.499,6.3098,6.3075,0.0024,312.51,6.1749,75.292
447,1,5,5,9,26,4.208,74.729,74.738,74.738,11.951,11.929,11.917,11.913,11.91,11.909,11.909,11.908,11.909,11.91,11.91,11.91,11.91,11.909,11.91,11.911,11.912,11.912,11.911,11.911,11.911,22.063,265.38,74.635,74.578,56.61,6.3062,6.3046,0.0016,312.83,6.1729,74.869
448,1,5,9,8,26,4.1142,72.177,72.183,72.187,75.653,14.323,14.37,93.376,15.522,26.198,76.25,91.832,17.113,53.703,60.351,97.884,23.127,81.431,94.022,20.018,92.451,66.084,15.486,16.532,20.626,61330.79,263.78,72.044,71.836,208.44,6.9453,6.9429,0.0024,310.98,6.8086,72.449
449,1,1,1,9,27,4.0813,73.64,73.645,73.646,19.633,19.534,19.5,19.485,19.478,19.475,19.473,19.473,19.474,19.473,19.472,19.473,19.489,19.472,19.496,19.474,19.474,19.474,19.474,19.474,19.474,99.495,258.38,73.507,73.386,120.93,9.7033,9.7008,0.0026,305.29,9.6369,73.855
450,1,5,5,10,27,4.3021,75.005,75.013,75.015,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,263.82,74.933,70.852,4081.05,10.001,10.001,0,311.33,100.01,75.121
451,1,5,5,11,27,4.3387,75.225,75.226,75.228,12.632,12.606,12.596,12.591,12.588,12.588,12.588,12.588,12.59,12.59,12.588,12.589,12.589,12.59,12.59,12.59,12.59,12.592,12.593,12.593,12.592,25.141,264.42,75.201,75.189,11.826,6.4606,6.4582,0.0024,311.68,6.325,75.278
452,1,5,5,12,27,4.3505,74.979,74.978,74.983,12.529,12.505,12.493,12.487,12.485,12.485,12.486,12.485,12.486,12.486,12.485,12.486,12.486,12.487,12.487,12.486,12.488,12.489,12.488,12.488,12.487,24.516,264.66,74.928,74.903,25.177,6.4137,6.4122,0.0015,311.93,6.2785,75.063
453,1,5,5,13,27,4.3409,74.743,74.744,74.748,12.642,12.619,12.61,12.606,12.605,12.604,12.604,12.605,12.605,12.606,12.606,12.607,12.606,12.607,12.607,12.608,12.608,12.608,12.608,12.608,12.608,23.303,264.42,74.75,74.696,54.55,6.4846,6.483,0.0016,311.67,6.3516,74.811
454,1,5,5,14,27,4.3406,74.596,74.591,74.599,12.585,12.561,12.551,12.545,12.545,12.544,12.544,12.545,12.546,12.546,12.546,12.547,12.546,12.546,12.547,12.548,12.547,12.547,12.547,12.548,12.549,24.09,264.56,74.589,74.59,0.3052,6.4547,6.4523,0.0025,311.8,6.3191,74.662
455,1,5,5,15,27,4.1738,74.558,74.563,74.56,12.526,12.503,12.493,12.489,12.488,12.488,12.49,12.492,12.492,12.491,12.491,12.49,12.491,12.491,12.491,12.49,12.492,12.492,12.493,12.492,12.493,22.186,264.93,74.549,74.644,94.986,6.4283,6.4267,0.0016,312.21,6.2935,74.618
456,1,5,5,16,27,4.2221,74.623,74.631,74.633,12.372,12.348,12.339,12.335,12.33,12.331,12.331,12.331,12.332,12.331,12.331,12.332,12.332,12.333,12.333,12.333,12.333,12.333,12.333,12.333,12.333,23.613,265.2,74.599,74.605,6.7139,6.3067,6.3046,0.0021,312.52,6.1717,74.685
457,1,5,5,17,27,4.5605,74.759,74.761,74.765,12.297,12.273,12.26,12.255,12.253,12.251,12.25,12.25,12.252,12.251,12.251,12.251,12.253,12.253,12.253,12.253,12.252,12.253,12.254,12.254,12.254,24.178,265.14,74.731,74.732,1.8311,6.2782,6.2761,0.0021,312.56,6.1439,74.825
458,1,5,5,18,27,4.2784,74.919,74.922,74.918,12.313,12.288,12.276,12.271,12.268,12.266,12.265,12.266,12.266,12.265,12.266,12.267,12.267,12.267,12.266,12.268,12.268,12.268,12.269,12.268,12.267,24.778,265.22,74.882,74.897,15.717,6.2599,6.2574,0.0024,312.54,6.1255,74.968
459,1,5,5,19,27,4.4092,74.991,74.995,74.995,12.324,12.299,12.287,12.284,12.282,12.282,12.283,12.282,12.282,12.281,12.281,12.282,12.282,12.283,12.284,12.283,12.283,12.283,12.283,12.283,12.284,24.612,265.18,74.976,74.998,22.369,6.2502,6.2484,0.0019,312.54,6.1159,75.039
460,1,5,5,20,27,4.281,75.009,75.017,75.015,12.296,12.274,12.262,12.256,12.252,12.252,12.251,12.249,12.252,12.253,12.253,12.252,12.252,12.252,12.252,12.253,12.253,12.253,12.254,12.254,12.254,21.901,265.41,75.011,75.095,84.763,6.2259,6.2236,0.0022,312.71,6.0915,75.055
461,1,5,5,21,27,4.5501,74.958,74.952,74.954,12.37,12.347,12.335,12.33,12.327,12.326,12.325,12.324,12.325,12.325,12.326,12.325,12.325,12.326,12.326,12.327,12.327,12.328,12.328,12.328,12.328,23.485,265.2,74.973,74.967,6.1035,6.2687,6.2666,0.0021,312.55,6.1344,74.992
462,1,5,5,22,27,4.3761,74.82,74.824,74.823,12.41,12.386,12.374,12.368,12.366,12.366,12.364,12.364,12.365,12.365,12.364,12.366,12.366,12.367,12.366,12.366,12.366,12.365,12.366,12.366,12.366,24.065,265.1,74.827,74.843,16.327,6.3012,6.2991,0.0021,312.42,6.1659,74.86
463,1,5,5,23,27,3.693,74.679,74.681,74.686,12.389,12.368,12.356,12.351,12.348,12.346,12.346,12.347,12.346,12.346,12.346,12.347,12.348,12.348,12.348,12.348,12.348,12.348,12.349,12.351,12.351,21.396,265.17,74.693,74.697,4.1962,6.3201,6.318,0.0021,312.51,6.166,74.718
464,1,5,5,24,27,3.6388,74.603,74.611,74.602,12.417,12.392,12.381,12.376,12.375,12.373,12.372,12.373,12.375,12.375,12.375,12.374,12.374,12.375,12.376,12.377,12.376,12.376,12.376,12.377,12.378,24.655,265.05,74.614,74.676,62.103,6.3468,6.3444,0.0025,312.42,6.1953,74.643
465,1,5,5,25,27,3.7451,74.599,74.604,74.604,12.527,12.503,12.494,12.491,12.49,12.488,12.489,12.488,12.49,12.491,12.49,12.49,12.49,12.491,12.491,12.491,12.491,12.491,12.494,12.491,12.492,23.76,264.82,74.582,74.626,43.259,6.4184,6.4168,0.0015,312.17,6.271,74.662
466,1,5,5,26,27,3.7837,74.701,74.703,74.708,12.451,12.426,12.417,12.413,12.412,12.412,12.412,12.412,12.413,12.413,12.413,12.413,12.414,12.414,12.413,12.413,12.416,12.416,12.414,12.415,12.416,24.198,264.94,74.673,74.68,7.7057,6.3898,6.3879,0.0019,312.32,6.242,74.767
